first_name,last_name,birth_date,hire_date
Sastry,Sankaranarayanan,1955-06-20,1987-06-18
Arco,Trystram,1954-02-28,1986-12-15
Sverrir,Bruckman,1954-11-29,1986-02-07
Horward,Randi,1955-08-16,1985-06-09
Yuping,Jiang,1952-05-01,1986-12-31
Oscar,Merlo,1953-02-24,1988-04-29
Christoper,Menyhert,1953-11-24,1988-09-22
Weidon,Kilgore,1955-10-14,1985-12-21
Sachio,Clouatre,1952-10-09,1988-11-05
Vidya,Leppanen,1955-07-08,1986-05-14
Sham,Kroft,1952-04-28,1985-11-10
Nimmagadda,Iivonen,1953-11-22,1985-12-10
Chiradeep,Eiter,1954-02-04,1986-04-07
Atreyi,Roohalamini,1952-07-15,1985-10-27
Khalid,Serot,1955-08-07,1987-01-11
Niteen,Famili,1953-07-09,1985-09-19
Ewing,Akaboshi,1953-08-07,1985-10-05
Leaf,Boguraev,1955-05-02,1988-08-05
Kiyokazu,Lally,1953-11-26,1986-10-13
Fabrizio,Marletta,1953-06-16,1986-03-27
Rosine,Schauser,1954-06-30,1985-11-23
Mang,Nations,1955-05-28,1986-09-12
Kerryn,Sevcikova,1952-05-03,1987-01-09
Mats,Camarinopoulos,1953-06-22,1987-04-25
Bezalel,Spataro,1954-02-19,1988-11-06
Przemyslawa,Dulli,1954-03-25,1987-12-04
Ger,Menhardt,1954-10-05,1986-12-05
Marie,Feldmann,1954-02-03,1988-12-01
Chuanti,Kaiserswerth,1955-06-05,1986-10-10
Kwun,Underwood,1955-09-15,1985-02-08
Shichao,Tokunaga,1954-10-12,1986-10-22
Fox,Hasenauer,1954-09-12,1987-10-15
Sanjai,Nitsch,1954-01-01,1987-11-20
Shounak,Suermann,1952-04-02,1988-01-22
Kazuhiko,Tasistro,1953-05-20,1988-11-25
Heekeun,Chandrasekhar,1954-04-12,1986-08-21
Munehiko,Schauser,1953-03-10,1988-11-06
Sariel,Hanratty,1952-02-23,1987-09-08
Jingling,Siepmann,1954-11-18,1986-06-20
Fay,Janetzko,1954-03-02,1985-09-08
Martins,Swiss,1954-02-03,1985-04-11
Lubomir,Bazelow,1955-12-12,1985-10-23
Lokesh,Sundgren,1953-05-28,1988-11-08
Mohammed,Jullig,1954-05-13,1986-11-06
Huiqun,Crelier,1953-04-05,1987-11-12
Raimond,Chimia,1952-08-15,1988-04-03
Inderjeet,Rabehasaina,1955-07-28,1988-06-15
Jiong,Heusch,1952-12-18,1988-04-02
Jayesh,Schwaller,1954-08-01,1988-06-08
Uri,Oehlmann,1955-09-15,1987-02-07
Reinhard,Halloran,1955-02-01,1986-11-18
Houman,Granlund,1952-05-04,1986-09-20
Sverrir,Coombs,1955-08-20,1988-03-25
Seongbin,Kuszyk,1954-10-23,1987-12-27
Remmert,Nicolson,1954-02-03,1986-03-03
Mircea,Delaune,1952-11-13,1985-05-11
Shigenori,Cesareni,1954-09-29,1988-07-29
Jacopo,Danecki,1954-07-17,1987-06-26
Vasilii,Peroz,1954-09-09,1987-12-12
Mori,Heiserman,1955-02-16,1985-09-25
Leandro,Einsfeld,1952-11-13,1987-03-19
Froduald,Christ,1953-08-11,1986-02-15
Marla,Seghrouchni,1953-04-07,1986-11-16
Mantis,Glowinski,1954-12-09,1986-10-09
Georg,Perri,1953-01-18,1986-09-07
Xiping,Mikschl,1955-01-06,1985-08-11
Rosalyn,Sambasivam,1954-09-19,1986-12-03
Susuma,Zweizig,1954-04-10,1987-01-29
Roded,Farrel,1953-12-25,1987-07-23
Bluma,Rettelbach,1954-02-16,1987-12-01
Jeanne,Hatcliff,1955-06-01,1988-02-15
Kinh,Kusakabe,1953-04-29,1985-12-12
Diederik,Oxman,1954-08-05,1986-01-06
Shir,Tyugu,1953-09-20,1986-06-27
Gurbir,Quittner,1955-12-07,1987-12-19
Jayson,Hennings,1952-08-05,1985-04-08
Sudhanshu,Sommer,1955-12-08,1987-05-16
Duangkaew,Puppe,1955-08-28,1986-09-14
Hatsukazu,Egerstedt,1952-08-14,1987-09-29
Xumin,Velardi,1953-06-23,1986-03-07
Radhakrishnan,Gajiwala,1952-09-20,1988-07-06
Yuping,Breugel,1954-06-05,1986-09-06
Shigeu,Stassinopoulos,1954-05-22,1987-03-13
Sachar,Vendrig,1952-02-02,1985-11-04
Emdad,Gammage,1953-04-01,1986-02-07
Mandell,Smailagic,1952-07-28,1987-05-27
Shridhar,Perly,1954-01-17,1985-06-24
Jeong,Peha,1955-03-29,1987-01-27
Arvind,Weisert,1952-06-01,1985-08-20
Vasilii,Khasidashvili,1955-03-04,1986-07-19
Ibibia,Mandell,1955-12-08,1985-03-17
Utz,Birsak,1952-09-24,1987-12-14
Mark,Dredge,1953-05-24,1986-06-25
Bernd,Angel,1955-09-02,1985-07-14
Eben,Serot,1955-12-30,1988-03-16
Utpal,Bodoff,1954-06-30,1987-05-25
Abdelaziz,Coombs,1955-05-05,1987-10-16
Hidde,Kropf,1953-08-17,1987-07-05
Mohamadou,Vigier,1952-05-27,1988-06-24
Joydip,Vidya,1955-09-22,1985-06-24
Lucian,Rahier,1952-09-08,1986-10-06
Apostol,Shackell,1953-10-23,1987-09-26
Muzhong,Hegner,1955-03-10,1987-06-26
Masali,Hoogerwoord,1952-11-04,1985-07-22
Anestis,Edelhoff,1955-07-24,1986-05-23
Lene,Azuma,1953-01-31,1986-03-31
Shuichi,Tanemo,1955-04-30,1987-02-11
Yishai,Syrzycki,1955-11-22,1986-11-30
Richara,Linares,1952-03-19,1986-03-13
Kayoko,Tokunaga,1955-10-17,1985-09-17
Christophe,Navazio,1952-09-07,1985-02-09
Chinho,Speer,1952-12-19,1987-06-27
Eric,Kropf,1952-03-08,1988-07-22
Miquel,Schwartzburd,1954-08-20,1985-06-07
Jiong,Junet,1952-04-15,1988-11-20
Lunjin,Kavanagh,1954-07-29,1985-07-20
Toshimo,Hertweck,1955-04-02,1988-03-26
Seshu,McFarlan,1954-09-24,1986-12-10
Quingbo,Veeraraghavan,1955-08-21,1987-10-10
Manton,Mawatari,1952-06-28,1985-08-09
Kagan,Kriebel,1952-03-07,1985-08-02
Barton,Oxman,1952-04-25,1986-06-07
Indrajit,Mellouli,1955-03-12,1985-06-10
Conal,Sundgren,1954-10-03,1985-03-12
Patricio,Seuren,1953-02-20,1986-10-21
Evgueni,Zielinski,1953-12-23,1985-12-06
Souichi,Hanabata,1952-07-14,1986-09-02
Tse,Baak,1953-03-13,1985-12-07
Jingling,Roohalamini,1955-07-31,1985-12-18
Shaleah,Bugaenko,1955-07-24,1986-02-26
Youngkon,Gihr,1954-07-31,1985-10-26
Zhigen,Jahnichen,1952-03-11,1985-11-04
Leon,Ranon,1953-12-23,1988-05-14
Toshiko,Naudin,1953-02-20,1987-05-31
Jamaludin,Stanfel,1954-10-10,1986-04-22
Miomir,Speer,1955-06-17,1985-11-27
Abdelwaheb,Langford,1954-08-26,1988-11-13
Toshimori,Suri,1954-12-24,1987-05-02
Mang,Thiran,1952-02-17,1986-03-29
Sigeru,Haddadi,1955-03-13,1987-07-29
Adib,Vadhan,1953-06-06,1986-02-17
Masasuke,Backhouse,1953-06-03,1986-12-15
Lorien,Hellwagner,1952-04-30,1985-09-17
Shietung,Ramsey,1954-07-10,1988-01-30
Geoffrey,Hockney,1955-10-09,1988-08-01
Nathan,Thombley,1955-12-23,1985-04-19
Nigel,Melichar,1952-10-31,1985-07-21
Tsz,Knightly,1952-08-24,1987-08-28
Jaewon,Piancastelli,1955-03-26,1987-12-29
Ishfaq,Herbst,1954-09-20,1988-06-23
Utz,Vendrig,1954-03-30,1986-01-07
Sven,Georgatos,1953-05-06,1986-03-08
Maja,Christianini,1953-02-16,1985-04-03
Khue,Sanella,1955-08-04,1986-03-02
Bedrich,Ebeling,1954-02-03,1985-08-30
Patricio,Foote,1954-05-04,1986-03-18
Sverrir,Zucker,1953-02-05,1986-09-23
Kazunori,Denti,1955-03-03,1987-01-07
Samphel,Baer,1955-03-10,1985-09-02
Akemi,Renear,1954-09-13,1988-11-16
Shimshon,Tsukune,1955-02-23,1985-03-02
Sangeeta,Kobara,1952-11-01,1985-06-30
Sivanarayana,Kieras,1954-04-02,1988-02-08
Martine,Breugel,1953-02-08,1987-05-14
Vugranam,Luft,1955-05-20,1986-06-29
Adin,Fabrizio,1952-10-24,1988-12-07
Noritoshi,Cannard,1952-11-18,1986-10-05
Weidon,Barriga,1952-03-15,1985-08-18
Mark,Yeung,1955-09-25,1985-04-13
Matt,Ouhyoung,1954-06-01,1988-04-10
Jianhao,Lagarias,1953-01-22,1986-01-08
Angus,Bazelow,1954-10-01,1988-04-23
Hugo,Rodiger,1954-10-29,1988-12-08
Ramachenga,Ranka,1952-04-16,1987-10-08
Weicheng,Hettesheimer,1952-06-15,1988-07-09
Inderjeet,Falco,1955-08-21,1985-12-12
Subhash,Millington,1954-05-09,1985-11-05
Mahendra,Guting,1954-05-13,1988-05-06
Vishv,Matteis,1952-05-08,1985-02-21
Constantijn,Vitiello,1955-04-08,1988-02-02
Munehiro,Dayang,1952-09-02,1987-05-05
Aram,Wilharm,1955-04-17,1985-12-12
King,Vrecion,1954-06-13,1988-06-10
Masaki,Takanami,1954-04-14,1986-05-03
Sven,Weiland,1955-04-25,1985-07-03
Yinlin,Vendrig,1953-06-20,1987-09-01
Nitsan,Percebois,1954-11-28,1988-08-04
Augustine,Schwabacher,1953-01-21,1986-06-23
Hatim,Ellozy,1955-05-05,1988-06-06
Saniya,Klerer,1955-08-17,1986-08-03
Xiaoqiu,Cusworth,1954-12-17,1985-12-02
Houman,Brattka,1954-02-22,1986-10-31
Marl,Piveteau,1952-05-27,1986-03-20
Marsha,Huttel,1953-06-19,1986-11-24
Zvonko,Georgatos,1955-12-23,1987-05-09
Shaw,Ulupinar,1955-05-08,1987-05-12
Arumugam,Rissland,1952-03-30,1987-07-07
Mostafa,Zultner,1955-01-18,1988-11-22
Marlo,Armand,1955-01-28,1986-05-24
Nalini,Zeleznik,1952-02-17,1988-06-23
Sukumar,Sherertz,1955-01-30,1985-02-17
Jeong,Falck,1953-03-04,1985-05-17
Karsten,Streit,1955-09-01,1985-10-23
Gen,Mitzlaff,1955-05-27,1986-10-31
Yifei,Pews,1954-12-14,1987-08-01
Edwin,Range,1953-06-03,1985-04-05
Masanao,Wegerle,1954-11-02,1985-03-23
Manibrata,Billawala,1953-08-12,1985-09-15
Ortrud,Hennebert,1954-07-13,1986-12-20
Theirry,Beutelspacher,1952-05-21,1985-05-31
Sudhanshu,Strandh,1953-08-17,1985-10-18
Saeed,Angel,1954-02-16,1987-07-30
Valdiodio,Goldhammer,1954-12-08,1986-01-20
Feixiong,Pramanik,1953-12-17,1985-12-06
Hinrich,Wixon,1952-04-26,1985-10-16
Paloma,Vuskovic,1954-11-07,1988-08-11
Heather,Luca,1952-10-03,1986-08-03
Fai,Rusterholz,1953-10-17,1988-01-08
Manton,Bratten,1952-02-24,1985-08-21
Richard,Albarhamtoshy,1954-08-05,1987-10-08
Lalit,Schapiro,1952-05-10,1985-02-25
Marco,Oppitz,1954-06-18,1987-09-18
Nakhoon,Nilsson,1952-08-21,1985-11-13
Frazer,Buescher,1954-04-20,1986-05-05
Masato,Giarratana,1954-03-17,1987-05-28
Xiahua,Noriega,1954-11-22,1986-01-08
Mohammad,Gecseg,1955-10-18,1985-11-25
Nahla,Heuter,1955-08-15,1985-09-26
Arunas,Quaggetto,1953-04-09,1988-03-10
Billie,Gimbel,1952-07-30,1987-11-06
Abdulla,Tchuente,1954-01-16,1985-08-24
Vasiliy,Chvatal,1952-02-10,1987-04-24
Sibyl,Zeidenstein,1954-06-13,1986-12-04
Aluzio,Mamelak,1955-12-05,1985-03-25
Krister,Egerstedt,1953-02-24,1985-03-25
Nadjib,Fadgyas,1953-06-09,1988-12-23
Mechthild,Sifakis,1954-09-18,1986-07-06
Alagu,Bennis,1955-03-13,1987-10-10
Kenton,Bugrara,1952-07-20,1985-05-18
Rasiah,Stanger,1953-09-11,1985-05-16
Leandro,Birsak,1954-04-23,1986-10-19
Pantung,Lorch,1954-02-01,1988-07-15
Arfst,Marwedel,1952-11-01,1986-07-05
Xiaoheng,Feldhoffer,1952-04-11,1988-03-15
Elliott,Krybus,1953-03-10,1985-04-15
Behnaam,Bahi,1955-11-12,1986-08-15
Murthy,Oxman,1955-06-18,1985-06-01
Shounak,Warwick,1955-05-25,1986-03-08
Kazuyasu,Ernst,1953-12-05,1986-04-04
Vasiliy,Hasenauer,1953-09-29,1987-09-26
Shawna,Denti,1953-05-31,1985-05-10
Kazuhisa,Demke,1953-05-16,1986-07-09
Valeri,Murtha,1954-10-07,1988-09-01
Martial,Poupard,1954-05-18,1986-03-05
Chenxi,Zaiane,1953-07-10,1986-11-07
Yolla,Klyachko,1953-10-26,1988-10-22
Ute,Androutsos,1953-10-20,1985-12-10
Zorica,Panwar,1955-08-08,1986-12-03
Siddarth,Garrabrants,1955-09-03,1985-07-17
Sanjiv,Rosiles,1955-05-11,1988-08-01
Haldun,Lamparter,1954-09-28,1988-11-05
Dante,Wursthorn,1952-07-08,1986-12-27
Mingdong,Candan,1953-06-02,1986-12-25
Hercules,Molberg,1953-10-10,1986-12-07
Bingning,Braunmuhl,1953-08-11,1988-05-01
Conor,Cusworth,1954-12-15,1987-12-24
Mohua,Guenter,1952-12-18,1987-02-26
Martine,Rosaz,1952-11-28,1987-01-30
Serif,Feldmann,1952-12-10,1988-04-01
Bluma,Cherinka,1954-08-10,1985-11-25
Masasuke,Gide,1952-03-15,1987-10-25
True,Parfitt,1954-09-19,1987-05-04
Jaroslava,Marwedel,1954-10-02,1987-03-20
Tokuyasu,Polajnar,1953-12-17,1987-08-22
Henk,Douceur,1955-01-08,1985-03-03
Margo,Stille,1955-02-06,1987-12-30
Susumu,Besancenot,1952-04-11,1988-08-31
Arif,Schonegge,1952-04-13,1985-09-09
Hugh,Erdi,1953-03-18,1988-10-10
Volkmar,Welham,1952-05-17,1986-01-11
Boriana,Guenter,1955-12-26,1986-10-14
Kazuhisa,Zolotykh,1953-01-22,1988-01-15
Genki,Decleir,1954-09-10,1985-04-02
Sorina,Genther,1952-04-12,1986-01-11
Evgueni,Himler,1953-04-23,1988-04-05
Chinhyun,Rosiles,1953-04-21,1988-04-28
Mansur,Stranks,1952-10-29,1986-01-25
Branimir,Comte,1955-02-24,1985-09-22
Masamitsu,Suomi,1954-11-02,1988-07-20
Van,Peot,1953-10-08,1987-10-08
Berry,Waymire,1955-08-18,1985-05-25
Tsutomu,Bach,1952-11-22,1986-11-30
Takahira,Kroll,1955-10-18,1985-08-28
Nirmal,Armand,1954-03-16,1987-09-25
Yefim,Gopalakrishnan,1952-02-18,1986-05-24
Chaitali,Axelband,1952-12-26,1985-05-07
Taiji,Baez,1952-09-06,1985-06-09
Teruyuki,Swiss,1952-11-10,1987-10-02
Rimon,McClure,1952-11-17,1988-11-27
Oguz,Fairtlough,1955-05-04,1986-01-29
Uwe,Junet,1954-01-08,1988-09-19
Leucio,Ligten,1953-09-15,1988-08-12
Kersti,Gini,1953-09-26,1987-12-30
Oksana,Sifakis,1953-08-16,1985-12-15
Fumiya,Detkin,1954-05-09,1987-03-29
Amstein,Lores,1952-05-26,1985-07-11
Tooru,Luca,1955-05-04,1985-08-17
Franziska,Jenevein,1955-10-03,1988-02-06
Geoffrey,Codenie,1954-03-24,1985-03-01
Navid,Zschoche,1955-03-11,1986-05-11
Pramod,Schaft,1955-11-06,1987-06-17
Moni,Piazza,1953-11-24,1986-03-10
Kwan,Heystek,1953-01-15,1986-12-18
Shimshon,Meriste,1954-02-25,1985-09-21
Bowen,Ladret,1955-05-09,1988-05-18
Valery,Nourani,1954-10-08,1988-01-21
Dannz,Schreiter,1954-08-26,1987-04-23
Chiranjit,Flasterstein,1953-10-27,1987-10-28
Wayne,Oaver,1954-12-11,1986-08-18
Sibyl,Geffroy,1953-09-08,1986-09-09
Munenori,Tischendorf,1953-05-23,1987-01-18
JiYoung,Suomi,1955-10-06,1987-07-07
Adit,Baig,1952-09-24,1988-10-14
Munehiko,Stemann,1953-01-23,1988-01-14
Mahendra,Monarch,1952-12-02,1987-07-16
Youssef,Poupard,1954-03-26,1986-09-16
Yuchang,Shackell,1955-08-18,1988-04-06
Jackson,Bernardeschi,1955-10-17,1986-05-15
Kasidit,Redmiles,1952-10-12,1987-08-23
Xiadong,Hiltgen,1955-03-23,1987-10-16
Shuky,Brobst,1954-07-09,1988-02-11
Prodip,Godskesen,1954-12-23,1985-03-18
Niteen,Deyuan,1952-10-15,1987-06-26
Gal,Merks,1954-07-25,1985-12-24
Giri,Rijckaert,1952-02-08,1987-08-07
Radhakrishnan,Alvarado,1953-03-06,1988-01-22
Ung,McClure,1954-09-24,1985-06-20
Takahito,Harllee,1954-09-20,1988-07-11
Dmitry,Bala,1955-04-16,1985-08-30
Qunsheng,Straney,1953-08-26,1987-06-26
Kokou,Coombs,1952-03-04,1987-07-24
Jamaludin,Wendorf,1953-06-13,1985-02-04
Paloma,Etalle,1954-01-29,1987-01-14
Nahum,Avouris,1955-05-10,1985-08-03
Nahum,Nastansky,1954-03-19,1985-02-04
Gay,Werthner,1953-08-17,1987-10-18
Uriel,Gente,1954-03-01,1987-03-21
Tremaine,Malabarba,1955-02-18,1986-04-29
Steve,Matteis,1955-10-19,1988-09-03
Guangming,Merks,1954-08-19,1985-06-03
Divier,Provine,1952-12-01,1988-08-10
Ramachenga,McClure,1952-09-24,1987-10-18
Yuichiro,Constantine,1955-05-16,1985-02-04
Parke,Stassinopoulos,1955-03-06,1986-03-12
Eric,Landherr,1954-08-27,1986-07-09
Bluma,Shumilov,1953-11-06,1988-03-10
Van,Porotnikoff,1953-02-17,1985-07-25
Krisda,Ramsay,1955-03-31,1988-01-15
Bokyung,Uludag,1953-07-03,1985-05-06
Boriana,Luke,1952-11-16,1987-11-07
Kien,Lamba,1955-07-07,1987-06-03
Moie,Cyre,1953-04-22,1988-09-13
Gladys,Zyda,1953-02-04,1985-11-06
Baocai,Polajnar,1955-01-21,1986-01-19
Kristine,Pintelas,1955-07-29,1987-08-13
Mansur,Zeilberger,1955-06-27,1986-12-09
Masanao,Genin,1952-08-17,1988-10-13
Filipp,Rosin,1953-12-30,1987-08-11
Sastry,Hitomi,1954-10-11,1986-07-31
Shigehito,Swen,1953-02-17,1988-06-19
Pantung,Cyne,1955-11-05,1986-10-30
Atreye,Ranka,1953-01-21,1986-12-04
Gor,Conta,1954-03-06,1987-07-22
Gudjon,Flexer,1955-12-24,1985-08-01
Make,Highland,1953-09-22,1985-12-25
Bingning,Ponthieu,1955-03-21,1985-10-18
Gita,Ramsay,1952-06-30,1985-04-22
Chaoyi,Tsunoo,1954-02-27,1987-08-08
Tristan,Perry,1955-01-24,1985-02-11
Yahiko,Narwekar,1952-09-10,1987-04-21
Chuanti,Leuchs,1955-10-19,1986-06-19
Mohua,Terwilliger,1953-08-06,1987-09-03
Naraig,Rahimi,1952-12-03,1985-03-20
Hugo,Merle,1952-12-22,1985-12-26
Yuriy,Jording,1953-03-05,1986-09-18
Mostafa,Bernick,1955-08-19,1988-10-15
Koichi,Garnham,1953-05-27,1988-09-18
Hyuckchul,Auyong,1954-08-08,1988-12-11
Kaijung,Bahl,1955-06-16,1985-08-29
Uwe,Kaelbling,1954-03-25,1985-04-01
Lijie,Vecchi,1954-06-14,1987-07-31
Carrsten,Bael,1953-06-17,1985-08-29
Fumiyo,Gunderson,1952-06-03,1986-07-08
Ipke,Gien,1954-10-31,1985-08-17
Nikolaus,Gluchowski,1954-05-11,1987-01-05
Aran,Camarinopoulos,1955-04-16,1987-03-03
Ebru,Maliniak,1954-05-07,1986-05-27
Jeane,Kilgour,1953-03-05,1987-02-02
Valter,Kroll,1955-12-11,1986-12-21
Masaru,Thummel,1953-03-07,1987-02-23
Bouchung,Ranft,1953-01-01,1987-06-08
Masako,Papadias,1952-04-13,1985-07-15
Iara,Skafidas,1955-01-09,1986-12-22
Persi,Hardjono,1953-07-17,1987-07-16
Ingemar,Heiserman,1955-06-28,1988-01-21
Unal,Zallocco,1953-02-21,1987-06-02
Cristinel,Ghelli,1952-06-04,1986-01-05
Adit,Orsini,1953-07-21,1986-08-26
Huan,Olivero,1954-11-28,1985-06-14
Sedat,Snedden,1953-08-03,1985-10-15
Odysseas,Horswill,1952-04-03,1985-04-03
Taisook,Kruskal,1952-11-09,1986-06-22
Mokhtar,Braccini,1955-11-01,1986-05-08
Akeel,Rijckaert,1953-02-12,1987-07-09
Arunachalam,Boreale,1953-03-18,1985-05-04
Perry,Peac,1953-07-02,1987-04-18
Fuqing,Emden,1952-09-19,1986-06-02
Brewster,Huhdanpaa,1954-08-01,1987-03-16
Junichi,Rosin,1955-02-05,1988-09-18
Ibibia,Hiraishi,1954-10-07,1988-07-04
Yunming,Cromarty,1952-06-10,1985-12-02
Shietung,Ertl,1952-06-25,1987-01-25
Phule,Hashii,1952-02-08,1988-01-09
Rosli,McClure,1954-08-07,1985-08-04
Takahira,Gargeya,1953-01-16,1986-06-30
Moriyoshi,Fadgyas,1953-11-24,1985-08-20
Waiman,Hashii,1954-06-15,1985-07-21
Kazuhiko,Brodie,1952-10-26,1988-03-02
Manton,Preusig,1955-03-09,1986-10-14
Remko,Benveniste,1953-05-14,1985-12-08
Satosi,Krider,1953-07-10,1988-06-26
Kasturi,Castellani,1954-04-13,1985-10-03
Perry,Detkin,1953-05-21,1985-04-03
Shuji,Redmiles,1954-07-01,1988-11-05
Rasikan,Koprowski,1955-03-21,1985-04-19
Herbert,Conia,1953-08-11,1988-01-24
Mayumi,Seiwald,1952-09-22,1987-01-18
Hinrich,Ranka,1953-06-05,1988-04-15
Mahmut,Schoegge,1955-06-22,1986-05-07
Rosli,Fandrianto,1953-01-16,1985-06-14
Valter,Marshall,1952-11-18,1987-02-11
Shao,Suppi,1955-04-18,1987-07-04
Arumugam,Makinen,1952-03-09,1986-06-28
Masoud,Cronau,1953-06-20,1988-06-09
Takanari,Comyn,1954-05-07,1988-06-02
Eishiro,Stafford,1952-09-24,1985-09-04
Sigeru,Manders,1953-12-17,1987-03-01
Dante,Ramamoorthy,1952-12-11,1987-12-25
Jordanka,Naudin,1955-02-09,1986-09-09
Oddvar,Attimonelli,1955-05-24,1986-01-30
Mani,Halloran,1954-07-27,1987-01-20
Toshimori,Erva,1952-07-12,1987-10-09
Anneke,Demeyer,1953-06-12,1987-08-28
Visit,Preusig,1955-03-20,1986-10-31
Subbu,Poupard,1954-04-11,1985-10-24
Takahira,Iisaku,1955-02-04,1988-01-04
Masaki,Eldridge,1953-10-15,1986-08-26
Yuqun,Brobst,1952-06-02,1988-08-18
Douadi,Rodier,1952-03-03,1987-09-21
Renny,Ligten,1955-06-26,1987-01-02
Tadahiro,Dredge,1952-12-12,1988-07-21
Kitty,Kohling,1955-03-29,1988-09-16
Ugo,Brodal,1955-08-07,1985-11-06
Manu,Stemann,1952-02-29,1985-11-03
Hercules,Kusakari,1954-07-03,1985-03-24
Yongmin,Condotta,1952-06-22,1987-06-22
Sandeepan,Heinisuo,1954-09-27,1987-03-29
Nalini,Panienski,1954-04-18,1987-12-09
Limsoon,Holburn,1952-08-17,1988-10-12
Parke,Marquardt,1952-06-19,1986-04-29
Toshimi,Takanami,1953-10-16,1986-12-27
Gro,Iacovou,1955-09-08,1985-10-21
Chenxi,Chorvat,1953-12-04,1988-07-18
Masaru,Oskamp,1954-11-30,1985-08-31
Niteen,Baak,1954-01-05,1985-09-30
Heeju,Beerel,1954-07-14,1985-09-17
Gita,Beznosov,1954-05-30,1987-02-07
Brendon,Farrow,1953-06-23,1986-03-12
Mariusz,Comyn,1953-03-17,1987-11-29
Sedat,Sadowski,1953-08-07,1987-06-15
Yinlin,Bisiani,1952-06-26,1985-04-15
Uinam,Burnard,1953-11-04,1987-06-13
Janalee,Muhling,1953-10-30,1987-03-30
Yahiko,Oskamp,1952-07-17,1985-09-01
Yuqun,Krybus,1955-07-08,1985-12-18
Mostafa,Ressouche,1954-08-24,1988-05-14
Rimli,Eiron,1955-02-26,1985-03-01
Janalee,Menyhert,1955-03-01,1986-03-11
Saeed,Karunanithi,1954-02-21,1988-02-15
Berni,Leuchs,1953-03-04,1986-11-21
Steve,Ranft,1955-03-03,1985-06-17
Subhankar,Kitai,1952-09-15,1985-07-02
Nimmagadda,Millington,1954-08-25,1987-09-05
Gudjon,Sanella,1952-03-11,1986-03-09
Qingxiang,Biron,1953-09-13,1987-05-25
Gino,Decaestecker,1952-05-08,1987-02-22
Florina,Luft,1953-04-12,1986-03-05
Sachin,Ruemmler,1954-09-23,1986-11-15
Yucel,Pietracaprina,1952-12-11,1987-11-11
Ebru,Schapiro,1953-04-20,1986-12-26
Cordelia,Garnier,1954-07-18,1988-01-29
Goh,Conia,1954-11-13,1985-11-20
Leandro,Bellone,1954-09-22,1988-04-09
Nobuyoshi,Gargeya,1953-07-29,1987-03-31
Alenka,Zaiane,1954-06-07,1985-11-29
Ingemar,Terekhov,1955-12-03,1985-06-29
Yannik,Masamoto,1953-12-07,1985-03-30
Tomofumi,Grandbois,1952-07-18,1988-02-19
Dmitri,Koblitz,1954-06-12,1987-11-09
Gou,Leonhardt,1953-12-26,1988-03-15
Dmitry,Attimonelli,1953-02-18,1985-06-25
Magy,Perl,1953-07-16,1988-02-05
Lillian,Angel,1954-04-23,1985-03-17
Francoise,Polupanov,1952-11-10,1986-11-28
Arvind,Taubman,1953-10-05,1987-06-24
Yannis,Gerlach,1955-05-14,1985-04-24
Martien,Shiratori,1952-02-23,1985-07-08
Adel,Caine,1953-05-15,1986-03-16
Otmar,Conde,1953-06-17,1987-09-10
Moni,Straney,1955-05-21,1987-02-16
Lijie,Mitina,1952-05-09,1988-01-30
Perla,Sessa,1954-04-07,1986-09-27
Fan,Delgrange,1952-07-15,1987-03-26
Susanne,Dengi,1955-10-11,1985-07-25
Raimond,Panienski,1952-07-30,1986-03-03
Leaf,Shinomoto,1952-07-13,1985-12-19
Phillip,Tempesti,1952-04-09,1988-01-06
Heekeun,Solovay,1952-08-18,1986-11-25
Sariel,Begiun,1953-07-08,1986-03-03
Tesuro,Hopewell,1955-12-14,1987-02-28
Stein,Servi,1952-12-16,1985-09-24
Hatem,Perz,1954-12-26,1985-02-05
Elvia,Brodie,1953-07-19,1985-08-04
Odinaldo,Ratzlaff,1953-10-24,1985-07-11
Subhankar,Teitelbaum,1952-10-04,1987-06-26
Kasturi,Awdeh,1954-09-10,1987-11-14
Barna,Lamma,1953-02-01,1987-07-03
Gopalakrishnan,Perna,1952-06-05,1985-04-20
Sangeeta,Champarnaud,1955-06-06,1985-09-13
Urs,Porotnikoff,1955-01-21,1985-05-26
Yagil,Ventosa,1954-08-25,1986-08-05
Nevin,Swiler,1955-09-21,1986-07-21
Arvind,Ramsey,1952-04-08,1987-01-12
Jouko,Hofmeyr,1954-02-06,1986-09-25
Shem,Shumilov,1955-09-13,1985-09-04
Behnaam,Wolniewicz,1954-01-06,1985-09-02
Vugranam,Khalid,1952-11-03,1986-12-14
Hein,Templeman,1954-08-07,1985-11-14
Zhaofang,Picht,1952-10-24,1985-08-03
Djelloul,Radivojevic,1954-05-22,1987-05-28
Jamaludin,Randt,1954-07-04,1988-05-11
Poorav,Picht,1953-04-11,1985-07-24
Mandell,Encarnacion,1955-12-30,1987-12-25
Shaz,Baik,1953-03-18,1988-08-24
Ziyad,Kleiser,1953-04-17,1988-02-27
Badri,Schaar,1952-07-26,1985-05-30
Alair,Pietracaprina,1954-08-23,1986-05-27
Erzsebet,Murtha,1954-03-05,1987-07-03
Mori,Lung,1952-12-02,1988-11-25
Thodoros,Murthy,1954-11-16,1985-02-13
Patricia,Schlegelmilch,1954-03-03,1988-06-28
Chrisa,Murtafg,1953-06-27,1985-09-08
